player,team,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,agent,map,tourney_type,game_id,match_id,role_agent,total_round,ot,win_lose,clutches
takej,DFM,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 4,119566,184475,Controller,22,No,lose,0
Reita,DFM,2,1,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 4,119566,184475,Initiator,22,No,lose,0
Suggest,DFM,6,0,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 4,119566,184475,Sentinel,22,No,lose,0
Anthem,DFM,1,0,0,0,1,1,0,0,0,Kayo,Ascent,League Play: Week 4,119566,184475,Initiator,22,No,lose,2
Seoldam,DFM,1,1,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 4,119566,184475,Duelist,22,No,lose,0
Dep,ZETA,2,3,1,0,0,0,0,0,0,Jett,Haven,League Play: Week 4,119567,184475,Duelist,18,No,win,0
Laz,ZETA,1,1,0,0,0,0,1,0,0,Sova,Haven,League Play: Week 4,119567,184475,Initiator,18,No,win,2
crow,ZETA,4,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 4,119567,184475,Initiator,18,No,win,0
TENNN,ZETA,3,1,0,0,1,0,0,0,0,Killjoy,Haven,League Play: Week 4,119567,184475,Sentinel,18,No,win,1
SugarZ3ro,ZETA,2,0,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 4,119567,184475,Controller,18,No,win,0
takej,DFM,4,0,0,0,1,0,1,0,0,Omen,Haven,League Play: Week 4,119567,184475,Controller,18,No,lose,3
Reita,DFM,2,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 4,119567,184475,Initiator,18,No,lose,0
Suggest,DFM,0,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 4,119567,184475,Sentinel,18,No,lose,0
Anthem,DFM,2,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 4,119567,184475,Initiator,18,No,lose,0
Seoldam,DFM,2,1,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 4,119567,184475,Duelist,18,No,lose,0
Patt,TLN,3,1,0,0,0,0,0,0,0,Kayo,Split,League Play: Week 4,119569,184476,Initiator,19,No,lose,0
Sushiboys,TLN,2,0,1,0,0,0,0,0,0,Viper,Split,League Play: Week 4,119569,184476,Controller,19,No,lose,0
Crws,TLN,1,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 4,119569,184476,Controller,19,No,lose,0
foxz,TLN,2,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 4,119569,184476,Initiator,19,No,lose,0
garnetS,TLN,4,0,1,0,0,0,0,0,0,Raze,Split,League Play: Week 4,119569,184476,Duelist,19,No,lose,0
Bazzi,GES,4,1,1,0,0,0,1,0,0,Skye,Split,League Play: Week 4,119569,184476,Initiator,19,No,win,2
AYRIN,GES,4,1,0,0,0,0,0,0,0,Viper,Split,League Play: Week 4,119569,184476,Controller,19,No,win,0
Lightningfast,GES,2,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 4,119569,184476,Duelist,19,No,win,0
Monyet,GES,1,2,0,1,1,0,0,0,0,Astra,Split,League Play: Week 4,119569,184476,Controller,19,No,win,1
t3xture,GES,2,1,0,0,0,0,0,0,0,Sage,Split,League Play: Week 4,119569,184476,Sentinel,19,No,win,0
Patt,TLN,2,1,1,0,2,0,0,0,0,Harbor,Icebox,League Play: Week 4,119570,184476,Controller,24,Yes,lose,2
Sushiboys,TLN,4,1,0,0,0,0,0,0,0,Killjoy,Icebox,League Play: Week 4,119570,184476,Sentinel,24,Yes,lose,0
Crws,TLN,1,0,0,0,0,0,0,0,0,Viper,Icebox,League Play: Week 4,119570,184476,Controller,24,Yes,lose,0
foxz,TLN,4,0,1,0,1,0,0,0,0,Sova,Icebox,League Play: Week 4,119570,184476,Initiator,24,Yes,lose,1
garnetS,TLN,6,1,0,0,0,0,0,0,0,Jett,Icebox,League Play: Week 4,119570,184476,Duelist,24,Yes,lose,0
Bazzi,GES,9,1,0,0,0,0,0,0,0,Skye,Icebox,League Play: Week 4,119570,184476,Initiator,24,Yes,win,0
AYRIN,GES,1,1,0,0,0,0,0,0,0,Harbor,Icebox,League Play: Week 4,119570,184476,Controller,24,Yes,win,0
SkRossi,GES,3,0,1,0,0,0,0,0,0,Jett,Icebox,League Play: Week 4,119570,184476,Duelist,24,Yes,win,0
Monyet,GES,4,0,0,0,1,0,0,0,0,Viper,Icebox,League Play: Week 4,119570,184476,Controller,24,Yes,win,1
t3xture,GES,4,2,0,0,1,1,0,0,0,Killjoy,Icebox,League Play: Week 4,119570,184476,Sentinel,24,Yes,win,2
Jinggg,PRX,3,1,0,0,0,0,0,0,0,Sage,Icebox,League Play: Week 5,119572,184477,Sentinel,20,No,lose,0
mindfreak,PRX,1,1,0,0,0,0,0,0,0,Viper,Icebox,League Play: Week 5,119572,184477,Controller,20,No,lose,0
f0rsakeN,PRX,3,0,1,0,0,0,0,0,0,Sova,Icebox,League Play: Week 5,119572,184477,Initiator,20,No,lose,0
something,PRX,2,2,0,0,0,0,0,0,0,Jett,Icebox,League Play: Week 5,119572,184477,Duelist,20,No,lose,0
cgrs,PRX,3,0,0,0,0,0,0,0,0,Gekko,Icebox,League Play: Week 5,119572,184477,Initiator,20,No,lose,0
Bazzi,GES,2,0,0,0,1,0,0,0,0,Skye,Icebox,League Play: Week 5,119572,184477,Initiator,20,No,win,1
AYRIN,GES,1,1,0,0,0,0,0,0,0,Harbor,Icebox,League Play: Week 5,119572,184477,Controller,20,No,win,0
SkRossi,GES,5,3,0,0,0,0,0,0,0,Jett,Icebox,League Play: Week 5,119572,184477,Duelist,20,No,win,0
Monyet,GES,1,1,0,0,0,0,0,0,0,Viper,Icebox,League Play: Week 5,119572,184477,Controller,20,No,win,0
t3xture,GES,5,1,1,0,1,1,0,0,0,Killjoy,Icebox,League Play: Week 5,119572,184477,Sentinel,20,No,win,2
Jinggg,PRX,3,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 5,119573,184477,Duelist,19,No,win,0
mindfreak,PRX,5,0,1,0,1,1,0,0,0,Astra,Split,League Play: Week 5,119573,184477,Controller,19,No,win,2
f0rsakeN,PRX,2,0,0,0,1,0,0,0,0,Skye,Split,League Play: Week 5,119573,184477,Initiator,19,No,win,1
d4v41,PRX,1,3,0,0,0,0,0,0,0,Viper,Split,League Play: Week 5,119573,184477,Controller,19,No,win,0
something,PRX,3,0,0,0,0,0,0,0,0,Jett,Split,League Play: Week 5,119573,184477,Duelist,19,No,win,0
Bazzi,GES,2,0,1,0,1,0,0,0,0,Skye,Split,League Play: Week 5,119573,184477,Initiator,19,No,lose,1
AYRIN,GES,2,2,0,0,0,0,0,0,0,Viper,Split,League Play: Week 5,119573,184477,Controller,19,No,lose,0
Lightningfast,GES,2,2,0,0,0,0,0,0,0,Raze,Split,League Play: Week 5,119573,184477,Duelist,19,No,lose,0
Monyet,GES,3,0,0,1,0,0,0,0,0,Astra,Split,League Play: Week 5,119573,184477,Controller,19,No,lose,0
t3xture,GES,0,0,0,0,0,0,0,0,0,Sage,Split,League Play: Week 5,119573,184477,Sentinel,19,No,lose,0
Jinggg,PRX,3,2,0,0,0,0,0,0,0,Phoenix,Pearl,League Play: Week 5,119574,184477,Duelist,20,No,win,0
mindfreak,PRX,0,0,0,0,1,0,0,0,0,Astra,Pearl,League Play: Week 5,119574,184477,Controller,20,No,win,1
f0rsakeN,PRX,2,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 5,119574,184477,Sentinel,20,No,win,0
d4v41,PRX,2,1,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 5,119574,184477,Initiator,20,No,win,0
something,PRX,3,3,1,0,2,0,0,0,0,Jett,Pearl,League Play: Week 5,119574,184477,Duelist,20,No,win,2
Bazzi,GES,1,0,0,0,0,0,0,0,0,Fade,Pearl,League Play: Week 5,119574,184477,Initiator,20,No,lose,0
AYRIN,GES,3,1,0,0,1,0,0,0,0,Killjoy,Pearl,League Play: Week 5,119574,184477,Sentinel,20,No,lose,1
SkRossi,GES,4,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 5,119574,184477,Duelist,20,No,lose,0
WRONSKI,GES,3,0,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 5,119574,184477,Initiator,20,No,lose,0
Monyet,GES,5,0,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 5,119574,184477,Controller,20,No,lose,0
k1Ng,GEN,1,1,0,0,1,0,0,0,0,Killjoy,Haven,League Play: Week 5,119575,184478,Sentinel,20,No,lose,1
TS,GEN,1,0,1,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119575,184478,Controller,20,No,lose,0
Sylvan,GEN,1,1,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 5,119575,184478,Initiator,20,No,lose,0
GodDead,GEN,0,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119575,184478,Initiator,20,No,lose,0
Meteor,GEN,4,0,1,0,0,0,0,0,0,Jett,Haven,League Play: Week 5,119575,184478,Duelist,20,No,lose,0
stax,DRX,2,2,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 5,119575,184478,Initiator,20,No,win,1
Rb,DRX,3,3,0,0,1,1,0,0,0,Sova,Haven,League Play: Week 5,119575,184478,Initiator,20,No,win,2
BuZz,DRX,2,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 5,119575,184478,Sentinel,20,No,win,0
MaKo,DRX,2,0,1,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119575,184478,Controller,20,No,win,0
Foxy9,DRX,4,0,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 5,119575,184478,Duelist,20,No,win,0
k1Ng,GEN,7,1,0,0,0,0,0,0,0,Viper,Fracture,League Play: Week 5,119576,184478,Controller,23,No,win,0
TS,GEN,8,0,0,0,0,0,0,0,0,Omen,Fracture,League Play: Week 5,119576,184478,Controller,23,No,win,0
eKo,GEN,2,0,1,0,0,0,0,0,0,Breach,Fracture,League Play: Week 5,119576,184478,Initiator,23,No,win,0
GodDead,GEN,2,0,0,0,0,0,0,0,0,Kayo,Fracture,League Play: Week 5,119576,184478,Initiator,23,No,win,0
Meteor,GEN,1,1,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 5,119576,184478,Duelist,23,No,win,0
stax,DRX,0,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 5,119576,184478,Initiator,23,No,lose,0
Rb,DRX,1,2,0,0,0,1,0,0,0,Neon,Fracture,League Play: Week 5,119576,184478,Duelist,23,No,lose,1
BuZz,DRX,3,1,0,0,0,1,0,0,0,Killjoy,Fracture,League Play: Week 5,119576,184478,Sentinel,23,No,lose,1
MaKo,DRX,3,2,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 5,119576,184478,Controller,23,No,lose,0
Foxy9,DRX,3,1,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 5,119576,184478,Duelist,23,No,lose,0
k1Ng,GEN,3,0,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 5,119577,184478,Controller,17,No,lose,0
TS,GEN,0,1,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 5,119577,184478,Controller,17,No,lose,0
Sylvan,GEN,4,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 5,119577,184478,Initiator,17,No,lose,0
GodDead,GEN,3,0,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 5,119577,184478,Initiator,17,No,lose,0
Meteor,GEN,1,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 5,119577,184478,Duelist,17,No,lose,0
stax,DRX,1,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 5,119577,184478,Initiator,17,No,win,0
Rb,DRX,1,0,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 5,119577,184478,Controller,17,No,win,0
BuZz,DRX,3,4,0,0,0,1,0,0,0,Killjoy,Pearl,League Play: Week 5,119577,184478,Sentinel,17,No,win,1
MaKo,DRX,2,0,0,0,1,1,0,0,0,Viper,Pearl,League Play: Week 5,119577,184478,Controller,17,No,win,2
Foxy9,DRX,1,1,0,0,0,1,0,0,0,Jett,Pearl,League Play: Week 5,119577,184478,Duelist,17,No,win,1
xeta,T1,4,0,0,0,1,0,0,0,0,Sova,Haven,League Play: Week 5,119578,184479,Initiator,22,No,win,1
Munchkin,T1,5,2,1,0,1,1,0,0,0,Killjoy,Haven,League Play: Week 5,119578,184479,Sentinel,22,No,win,2
Sayaplayer,T1,6,0,0,0,1,0,0,0,0,Jett,Haven,League Play: Week 5,119578,184479,Duelist,22,No,win,1
ban,T1,2,0,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119578,184479,Controller,22,No,win,0
Carpe,T1,4,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119578,184479,Initiator,22,No,win,0
xffero,RRQ,4,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 5,119578,184479,Initiator,22,No,lose,0
fl1pzjder,RRQ,0,1,0,0,0,1,0,0,0,Breach,Haven,League Play: Week 5,119578,184479,Initiator,22,No,lose,1
EJAY,RRQ,2,2,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 5,119578,184479,Duelist,22,No,lose,0
Lmemore,RRQ,2,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 5,119578,184479,Sentinel,22,No,lose,0
2ge,RRQ,1,2,0,0,1,0,0,0,0,Astra,Haven,League Play: Week 5,119578,184479,Controller,22,No,lose,1
xeta,T1,0,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 5,119579,184479,Initiator,17,No,win,0
Munchkin,T1,3,2,1,0,1,1,0,0,0,Killjoy,Fracture,League Play: Week 5,119579,184479,Sentinel,17,No,win,2
Sayaplayer,T1,2,0,1,0,0,0,0,0,0,Raze,Fracture,League Play: Week 5,119579,184479,Duelist,17,No,win,0
ban,T1,3,0,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 5,119579,184479,Duelist,17,No,win,0
Carpe,T1,3,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 5,119579,184479,Controller,17,No,win,0
xffero,RRQ,0,1,0,0,0,0,0,0,0,Astra,Fracture,League Play: Week 5,119579,184479,Controller,17,No,lose,0
fl1pzjder,RRQ,3,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 5,119579,184479,Initiator,17,No,lose,0
EJAY,RRQ,3,0,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 5,119579,184479,Duelist,17,No,lose,0
Lmemore,RRQ,1,0,0,0,0,0,0,0,0,Viper,Fracture,League Play: Week 5,119579,184479,Controller,17,No,lose,0
Emman,RRQ,1,0,0,0,0,0,0,0,0,Kayo,Fracture,League Play: Week 5,119579,184479,Initiator,17,No,lose,0
BORKUM,TS,4,0,0,0,1,0,0,0,0,Omen,Ascent,League Play: Week 5,119581,184480,Controller,24,Yes,win,1
JessieVash,TS,3,2,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 5,119581,184480,Initiator,24,Yes,win,0
DubsteP,TS,5,2,0,1,0,0,0,0,0,Jett,Ascent,League Play: Week 5,119581,184480,Duelist,24,Yes,win,0
Jremy,TS,1,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 5,119581,184480,Sentinel,24,Yes,win,0
invy,TS,0,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 5,119581,184480,Initiator,24,Yes,win,0
takej,DFM,1,0,0,0,1,0,0,0,0,Omen,Ascent,League Play: Week 5,119581,184480,Controller,24,Yes,lose,1
Suggest,DFM,1,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 5,119581,184480,Sentinel,24,Yes,lose,0
Anthem,DFM,3,0,0,0,1,0,0,0,0,Sova,Ascent,League Play: Week 5,119581,184480,Initiator,24,Yes,lose,1
xnfri,DFM,3,0,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 5,119581,184480,Initiator,24,Yes,lose,0
Seoldam,DFM,4,1,1,0,0,0,0,0,0,Jett,Ascent,League Play: Week 5,119581,184480,Duelist,24,Yes,lose,0
BORKUM,TS,4,2,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119582,184480,Controller,21,No,win,0
JessieVash,TS,1,1,0,0,1,0,0,0,0,Sova,Haven,League Play: Week 5,119582,184480,Initiator,21,No,win,1
DubsteP,TS,2,0,1,0,0,1,0,0,0,Killjoy,Haven,League Play: Week 5,119582,184480,Sentinel,21,No,win,1
Jremy,TS,2,1,2,0,1,0,0,0,0,Raze,Haven,League Play: Week 5,119582,184480,Duelist,21,No,win,1
invy,TS,3,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119582,184480,Initiator,21,No,win,0
takej,DFM,5,1,0,0,1,0,0,0,0,Omen,Haven,League Play: Week 5,119582,184480,Controller,21,No,lose,1
Suggest,DFM,4,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 5,119582,184480,Sentinel,21,No,lose,0
Anthem,DFM,1,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 5,119582,184480,Initiator,21,No,lose,0
xnfri,DFM,1,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119582,184480,Initiator,21,No,lose,0
Seoldam,DFM,4,2,0,1,0,0,0,0,0,Jett,Haven,League Play: Week 5,119582,184480,Duelist,21,No,lose,0
Dep,ZETA,1,2,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 5,119584,184481,Duelist,21,No,lose,0
Laz,ZETA,2,1,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 5,119584,184481,Initiator,21,No,lose,0
crow,ZETA,3,2,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 5,119584,184481,Initiator,21,No,lose,0
TENNN,ZETA,2,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 5,119584,184481,Sentinel,21,No,lose,0
SugarZ3ro,ZETA,2,1,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119584,184481,Controller,21,No,lose,0
Patt,TLN,1,1,1,0,0,0,0,0,0,Raze,Haven,League Play: Week 5,119584,184481,Duelist,21,No,win,0
Sushiboys,TLN,2,4,0,0,2,0,0,0,0,Killjoy,Haven,League Play: Week 5,119584,184481,Sentinel,21,No,win,2
Crws,TLN,3,1,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 5,119584,184481,Controller,21,No,win,0
foxz,TLN,6,0,0,0,0,1,0,0,0,Skye,Haven,League Play: Week 5,119584,184481,Initiator,21,No,win,1
JitBoyS,TLN,3,1,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 5,119584,184481,Initiator,21,No,win,1
Dep,ZETA,2,0,1,0,0,0,0,0,0,Jett,Ascent,League Play: Week 5,119585,184481,Duelist,30,Yes,lose,0
Laz,ZETA,9,1,1,0,1,1,0,0,0,Sova,Ascent,League Play: Week 5,119585,184481,Initiator,30,Yes,lose,2
crow,ZETA,2,2,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 5,119585,184481,Initiator,30,Yes,lose,0
TENNN,ZETA,0,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 5,119585,184481,Sentinel,30,Yes,lose,0
SugarZ3ro,ZETA,6,1,0,0,0,1,0,0,0,Omen,Ascent,League Play: Week 5,119585,184481,Controller,30,Yes,lose,1
Patt,TLN,5,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 5,119585,184481,Initiator,30,Yes,win,0
Crws,TLN,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 5,119585,184481,Controller,30,Yes,win,0
foxz,TLN,3,0,0,0,0,1,0,0,0,Sova,Ascent,League Play: Week 5,119585,184481,Initiator,30,Yes,win,1
JitBoyS,TLN,5,0,1,0,1,1,0,0,0,Cypher,Ascent,League Play: Week 5,119585,184481,Sentinel,30,Yes,win,2
garnetS,TLN,7,0,0,0,1,0,0,0,0,Jett,Ascent,League Play: Week 5,119585,184481,Duelist,30,Yes,win,1
xeta,T1,5,1,0,0,0,0,0,0,0,Harbor,Lotus,League Play: Week 6,119587,184482,Controller,22,No,win,0
Munchkin,T1,4,1,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119587,184482,Sentinel,22,No,win,0
Sayaplayer,T1,3,0,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119587,184482,Duelist,22,No,win,0
ban,T1,2,2,0,0,0,0,0,0,0,Viper,Lotus,League Play: Week 6,119587,184482,Controller,22,No,win,0
Carpe,T1,4,0,0,0,1,0,0,0,0,Skye,Lotus,League Play: Week 6,119587,184482,Initiator,22,No,win,1
takej,DFM,5,1,0,0,0,0,0,0,0,Viper,Lotus,League Play: Week 6,119587,184482,Controller,22,No,lose,0
Suggest,DFM,1,1,0,0,1,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119587,184482,Sentinel,22,No,lose,1
Anthem,DFM,1,2,1,0,0,0,0,0,0,Skye,Lotus,League Play: Week 6,119587,184482,Initiator,22,No,lose,0
xnfri,DFM,1,0,1,0,0,0,0,0,0,Omen,Lotus,League Play: Week 6,119587,184482,Controller,22,No,lose,0
Seoldam,DFM,3,0,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119587,184482,Duelist,22,No,lose,0
xeta,T1,4,0,0,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119588,184482,Controller,22,No,lose,0
Munchkin,T1,4,0,1,0,0,2,0,0,0,Skye,Split,League Play: Week 6,119588,184482,Initiator,22,No,lose,2
Sayaplayer,T1,2,0,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119588,184482,Duelist,22,No,lose,0
ban,T1,3,2,1,0,1,0,0,0,0,Jett,Split,League Play: Week 6,119588,184482,Duelist,22,No,lose,1
Carpe,T1,1,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119588,184482,Controller,22,No,lose,0
takej,DFM,3,3,1,0,1,0,0,0,0,Omen,Split,League Play: Week 6,119588,184482,Controller,22,No,win,1
Suggest,DFM,5,0,0,0,0,0,0,0,0,Sage,Split,League Play: Week 6,119588,184482,Sentinel,22,No,win,0
Anthem,DFM,3,0,0,0,0,0,0,0,0,Cypher,Split,League Play: Week 6,119588,184482,Sentinel,22,No,win,0
xnfri,DFM,3,0,2,0,1,0,0,0,0,Skye,Split,League Play: Week 6,119588,184482,Initiator,22,No,win,1
Seoldam,DFM,1,1,0,0,0,0,0,0,0,Jett,Split,League Play: Week 6,119588,184482,Duelist,22,No,win,0
xeta,T1,2,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119589,184482,Initiator,23,No,win,0
Munchkin,T1,1,0,1,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 6,119589,184482,Sentinel,23,No,win,0
Sayaplayer,T1,3,2,1,0,1,0,0,0,0,Raze,Fracture,League Play: Week 6,119589,184482,Duelist,23,No,win,1
ban,T1,3,3,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 6,119589,184482,Duelist,23,No,win,0
Carpe,T1,1,2,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119589,184482,Controller,23,No,win,0
takej,DFM,0,2,0,0,0,0,0,0,0,Viper,Fracture,League Play: Week 6,119589,184482,Controller,23,No,lose,0
Suggest,DFM,2,3,1,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 6,119589,184482,Sentinel,23,No,lose,0
Anthem,DFM,0,1,0,0,0,0,0,0,0,Skye,Fracture,League Play: Week 6,119589,184482,Initiator,23,No,lose,0
xnfri,DFM,2,0,0,0,0,1,0,0,0,Brimstone,Fracture,League Play: Week 6,119589,184482,Controller,23,No,lose,1
Seoldam,DFM,5,0,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 6,119589,184482,Duelist,23,No,lose,0
Dep,ZETA,6,0,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119590,184483,Duelist,22,No,win,0
Laz,ZETA,4,0,0,0,1,0,0,0,0,Skye,Split,League Play: Week 6,119590,184483,Initiator,22,No,win,1
crow,ZETA,2,1,0,0,1,0,0,0,0,Kayo,Split,League Play: Week 6,119590,184483,Initiator,22,No,win,1
TENNN,ZETA,2,2,0,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119590,184483,Controller,22,No,win,0
SugarZ3ro,ZETA,3,1,1,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119590,184483,Controller,22,No,win,0
BORKUM,TS,2,1,0,0,0,0,0,0,0,Astra,Split,League Play: Week 6,119590,184483,Controller,22,No,lose,0
JessieVash,TS,3,0,0,0,1,0,0,0,0,Breach,Split,League Play: Week 6,119590,184483,Initiator,22,No,lose,1
DubsteP,TS,2,0,1,0,0,0,0,0,0,Viper,Split,League Play: Week 6,119590,184483,Controller,22,No,lose,0
Jremy,TS,3,2,0,0,0,0,0,0,0,Raze,Split,League Play: Week 6,119590,184483,Duelist,22,No,lose,0
invy,TS,2,0,1,0,0,0,0,0,0,Skye,Split,League Play: Week 6,119590,184483,Initiator,22,No,lose,0
Dep,ZETA,5,0,0,0,0,0,0,0,0,Raze,Lotus,League Play: Week 6,119591,184483,Duelist,23,No,lose,0
Laz,ZETA,3,0,0,0,1,0,0,0,0,Skye,Lotus,League Play: Week 6,119591,184483,Initiator,23,No,lose,1
crow,ZETA,3,1,1,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119591,184483,Sentinel,23,No,lose,0
TENNN,ZETA,1,0,0,0,0,0,0,0,0,Viper,Lotus,League Play: Week 6,119591,184483,Controller,23,No,lose,0
SugarZ3ro,ZETA,3,3,0,0,0,1,0,0,0,Omen,Lotus,League Play: Week 6,119591,184483,Controller,23,No,lose,1
BORKUM,TS,4,3,0,0,0,0,0,0,0,Omen,Lotus,League Play: Week 6,119591,184483,Controller,23,No,win,0
JessieVash,TS,2,0,1,0,1,0,0,0,0,Sova,Lotus,League Play: Week 6,119591,184483,Initiator,23,No,win,1
DubsteP,TS,3,1,0,0,0,0,0,0,0,Jett,Lotus,League Play: Week 6,119591,184483,Duelist,23,No,win,0
Jremy,TS,5,0,0,0,0,0,0,0,0,Killjoy,Lotus,League Play: Week 6,119591,184483,Sentinel,23,No,win,0
invy,TS,1,3,0,0,0,0,0,0,0,Breach,Lotus,League Play: Week 6,119591,184483,Initiator,23,No,win,0
Dep,ZETA,4,3,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 6,119592,184483,Duelist,22,No,win,0
Laz,ZETA,2,2,1,0,0,0,0,0,0,Fade,Fracture,League Play: Week 6,119592,184483,Initiator,22,No,win,0
crow,ZETA,1,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119592,184483,Initiator,22,No,win,0
TENNN,ZETA,4,0,0,0,0,1,0,0,0,Killjoy,Fracture,League Play: Week 6,119592,184483,Sentinel,22,No,win,1
SugarZ3ro,ZETA,2,0,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119592,184483,Controller,22,No,win,0
BORKUM,TS,1,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 6,119592,184483,Controller,22,No,lose,0
JessieVash,TS,3,0,0,0,1,0,0,0,0,Fade,Fracture,League Play: Week 6,119592,184483,Initiator,22,No,lose,1
DubsteP,TS,1,0,0,0,0,0,0,0,0,Cypher,Fracture,League Play: Week 6,119592,184483,Sentinel,22,No,lose,0
Jremy,TS,2,1,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 6,119592,184483,Duelist,22,No,lose,0
invy,TS,2,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 6,119592,184483,Initiator,22,No,lose,0
Bazzi,GES,1,0,0,0,0,0,0,0,0,Fade,Pearl,League Play: Week 6,119593,184484,Initiator,21,No,win,0
