player,opponent,team,opponent_team,kill,death,tourney_type,match_id,map,game_id,total_round,ot,win_lose,agent,role_agent
fl1pzjder,Jremy,RRQ,TS,3.0,3.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Skye,Initiator
xffero,Jremy,RRQ,TS,3.0,2.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Viper,Controller
EJAY,JessieVash,RRQ,TS,5.0,2.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Jett,Duelist
2ge,JessieVash,RRQ,TS,1.0,2.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Harbor,Controller
fl1pzjder,JessieVash,RRQ,TS,1.0,2.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Skye,Initiator
xffero,JessieVash,RRQ,TS,1.0,2.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Viper,Controller
Lmemore,DubsteP,RRQ,TS,4.0,4.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Killjoy,Sentinel
EJAY,DubsteP,RRQ,TS,5.0,4.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Jett,Duelist
2ge,DubsteP,RRQ,TS,2.0,1.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Harbor,Controller
fl1pzjder,DubsteP,RRQ,TS,4.0,3.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Skye,Initiator
xffero,DubsteP,RRQ,TS,4.0,3.0,League Play: Week 4,184473.0,Icebox,119560.0,23.0,No,win,Viper,Controller
BORKUM,Lmemore,TS,RRQ,1.0,2.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Astra,Controller
invy,Lmemore,TS,RRQ,8.0,4.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Skye,Initiator
JessieVash,Lmemore,TS,RRQ,1.0,3.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Cypher,Sentinel
DubsteP,Lmemore,TS,RRQ,1.0,2.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Jett,Duelist
BORKUM,EJAY,TS,RRQ,1.0,4.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Astra,Controller
invy,EJAY,TS,RRQ,3.0,3.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Skye,Initiator
JessieVash,EJAY,TS,RRQ,1.0,2.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Cypher,Sentinel
BORKUM,fl1pzjder,TS,RRQ,4.0,3.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Astra,Controller
invy,fl1pzjder,TS,RRQ,2.0,4.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Skye,Initiator
BORKUM,xffero,TS,RRQ,1.0,3.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Astra,Controller
invy,xffero,TS,RRQ,2.0,3.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Skye,Initiator
JessieVash,xffero,TS,RRQ,1.0,3.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Cypher,Sentinel
DubsteP,xffero,TS,RRQ,1.0,4.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,lose,Jett,Duelist
Lmemore,BORKUM,RRQ,TS,2.0,1.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Cypher,Sentinel
EJAY,BORKUM,RRQ,TS,4.0,1.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Raze,Duelist
fl1pzjder,BORKUM,RRQ,TS,3.0,4.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Breach,Initiator
xffero,BORKUM,RRQ,TS,3.0,1.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Astra,Controller
Lmemore,invy,RRQ,TS,4.0,8.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Cypher,Sentinel
EJAY,invy,RRQ,TS,3.0,3.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Raze,Duelist
fl1pzjder,invy,RRQ,TS,4.0,2.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Breach,Initiator
xffero,invy,RRQ,TS,3.0,2.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Astra,Controller
Lmemore,JessieVash,RRQ,TS,3.0,1.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Cypher,Sentinel
EJAY,JessieVash,RRQ,TS,2.0,1.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Raze,Duelist
xffero,JessieVash,RRQ,TS,3.0,1.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Astra,Controller
Lmemore,DubsteP,RRQ,TS,2.0,1.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Cypher,Sentinel
xffero,DubsteP,RRQ,TS,4.0,1.0,League Play: Week 4,184473.0,Split,119561.0,20.0,No,win,Astra,Controller
ban,TS,T1,GEN,2.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Omen,Controller
Munchkin,TS,T1,GEN,2.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Killjoy,Sentinel
Sayaplayer,TS,T1,GEN,3.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Jett,Duelist
xeta,TS,T1,GEN,4.0,6.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Sova,Initiator
Carpe,TS,T1,GEN,1.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Kayo,Initiator
ban,Meteor,T1,GEN,1.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Omen,Controller
Munchkin,Meteor,T1,GEN,2.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Killjoy,Sentinel
Sayaplayer,Meteor,T1,GEN,3.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Jett,Duelist
xeta,Meteor,T1,GEN,3.0,5.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Sova,Initiator
Carpe,Meteor,T1,GEN,2.0,4.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Kayo,Initiator
ban,eKo,T1,GEN,1.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Omen,Controller
Munchkin,eKo,T1,GEN,3.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Killjoy,Sentinel
Sayaplayer,eKo,T1,GEN,6.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Jett,Duelist
xeta,eKo,T1,GEN,1.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Sova,Initiator
Carpe,eKo,T1,GEN,2.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Kayo,Initiator
ban,GodDead,T1,GEN,3.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Omen,Controller
Munchkin,GodDead,T1,GEN,2.0,6.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Killjoy,Sentinel
Sayaplayer,GodDead,T1,GEN,1.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Jett,Duelist
xeta,GodDead,T1,GEN,3.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Sova,Initiator
ban,k1Ng,T1,GEN,2.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Omen,Controller
Munchkin,k1Ng,T1,GEN,2.0,5.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Killjoy,Sentinel
Sayaplayer,k1Ng,T1,GEN,7.0,4.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Jett,Duelist
xeta,k1Ng,T1,GEN,1.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,lose,Sova,Initiator
TS,ban,GEN,T1,3.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Omen,Controller
Meteor,ban,GEN,T1,2.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Jett,Duelist
eKo,ban,GEN,T1,1.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Sova,Initiator
GodDead,ban,GEN,T1,2.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Kayo,Initiator
k1Ng,ban,GEN,T1,2.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Killjoy,Sentinel
TS,Munchkin,GEN,T1,3.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Omen,Controller
Meteor,Munchkin,GEN,T1,3.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Jett,Duelist
eKo,Munchkin,GEN,T1,1.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Sova,Initiator
GodDead,Munchkin,GEN,T1,6.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Kayo,Initiator
k1Ng,Munchkin,GEN,T1,5.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Killjoy,Sentinel
TS,Sayaplayer,GEN,T1,2.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Omen,Controller
Meteor,Sayaplayer,GEN,T1,1.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Jett,Duelist
eKo,Sayaplayer,GEN,T1,3.0,6.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Sova,Initiator
GodDead,Sayaplayer,GEN,T1,2.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Kayo,Initiator
k1Ng,Sayaplayer,GEN,T1,4.0,7.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Killjoy,Sentinel
TS,xeta,GEN,T1,6.0,4.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Omen,Controller
Meteor,xeta,GEN,T1,5.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Jett,Duelist
eKo,xeta,GEN,T1,3.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Sova,Initiator
GodDead,xeta,GEN,T1,3.0,3.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Kayo,Initiator
k1Ng,xeta,GEN,T1,3.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Killjoy,Sentinel
TS,Carpe,GEN,T1,1.0,1.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Omen,Controller
Meteor,Carpe,GEN,T1,4.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Jett,Duelist
eKo,Carpe,GEN,T1,3.0,2.0,League Play: Week 4,184474.0,Ascent,119563.0,18.0,No,win,Sova,Initiator
Munchkin,Meteor,T1,GEN,5.0,5.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,lose,Killjoy,Sentinel
xeta,Meteor,T1,GEN,2.0,3.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,lose,Sova,Initiator
Carpe,Meteor,T1,GEN,2.0,2.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,lose,Breach,Initiator
Munchkin,GodDead,T1,GEN,1.0,1.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,lose,Killjoy,Sentinel
Carpe,GodDead,T1,GEN,2.0,6.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,lose,Breach,Initiator
Munchkin,k1Ng,T1,GEN,1.0,1.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,lose,Killjoy,Sentinel
xeta,k1Ng,T1,GEN,2.0,2.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,lose,Sova,Initiator
Carpe,k1Ng,T1,GEN,2.0,5.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,lose,Breach,Initiator
Meteor,Munchkin,GEN,T1,5.0,5.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,win,Jett,Duelist
GodDead,Munchkin,GEN,T1,1.0,1.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,win,Breach,Initiator
k1Ng,Munchkin,GEN,T1,1.0,1.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,win,Killjoy,Sentinel
Meteor,xeta,GEN,T1,3.0,2.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,win,Jett,Duelist
k1Ng,xeta,GEN,T1,2.0,2.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,win,Killjoy,Sentinel
Meteor,Carpe,GEN,T1,2.0,2.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,win,Jett,Duelist
GodDead,Carpe,GEN,T1,6.0,2.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,win,Breach,Initiator
k1Ng,Carpe,GEN,T1,5.0,2.0,League Play: Week 4,184474.0,Haven,119564.0,18.0,No,win,Killjoy,Sentinel
Dep,Reita,ZETA,DFM,5.0,8.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Jett,Duelist
crow,Reita,ZETA,DFM,4.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Kayo,Initiator
Laz,Reita,ZETA,DFM,3.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Sova,Initiator
TENNN,Seoldam,ZETA,DFM,2.0,2.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Killjoy,Sentinel
Dep,Seoldam,ZETA,DFM,1.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Jett,Duelist
crow,Seoldam,ZETA,DFM,5.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Kayo,Initiator
SugarZ3ro,Seoldam,ZETA,DFM,5.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Omen,Controller
Laz,Seoldam,ZETA,DFM,7.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Sova,Initiator
TENNN,Suggest,ZETA,DFM,1.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Killjoy,Sentinel
Dep,Suggest,ZETA,DFM,5.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Jett,Duelist
crow,Suggest,ZETA,DFM,2.0,5.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Kayo,Initiator
SugarZ3ro,Suggest,ZETA,DFM,5.0,2.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Omen,Controller
Laz,Suggest,ZETA,DFM,4.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Sova,Initiator
TENNN,Anthem,ZETA,DFM,3.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Killjoy,Sentinel
Dep,Anthem,ZETA,DFM,3.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Jett,Duelist
crow,Anthem,ZETA,DFM,3.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Kayo,Initiator
SugarZ3ro,Anthem,ZETA,DFM,4.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Omen,Controller
Laz,Anthem,ZETA,DFM,3.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Sova,Initiator
TENNN,takej,ZETA,DFM,5.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Killjoy,Sentinel
Dep,takej,ZETA,DFM,1.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Jett,Duelist
crow,takej,ZETA,DFM,4.0,2.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Kayo,Initiator
SugarZ3ro,takej,ZETA,DFM,3.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Omen,Controller
Laz,takej,ZETA,DFM,3.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,win,Sova,Initiator
Seoldam,TENNN,DFM,ZETA,2.0,2.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Jett,Duelist
Suggest,TENNN,DFM,ZETA,4.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Killjoy,Sentinel
Anthem,TENNN,DFM,ZETA,4.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Kayo,Initiator
takej,TENNN,DFM,ZETA,1.0,5.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Omen,Controller
Reita,Dep,DFM,ZETA,8.0,5.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Sova,Initiator
Seoldam,Dep,DFM,ZETA,3.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Jett,Duelist
Suggest,Dep,DFM,ZETA,1.0,5.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Killjoy,Sentinel
Anthem,Dep,DFM,ZETA,1.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Kayo,Initiator
takej,Dep,DFM,ZETA,1.0,1.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Omen,Controller
Reita,crow,DFM,ZETA,4.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Sova,Initiator
Seoldam,crow,DFM,ZETA,4.0,5.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Jett,Duelist
Suggest,crow,DFM,ZETA,5.0,2.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Killjoy,Sentinel
Anthem,crow,DFM,ZETA,1.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Kayo,Initiator
takej,crow,DFM,ZETA,2.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Omen,Controller
Seoldam,SugarZ3ro,DFM,ZETA,1.0,5.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Jett,Duelist
Suggest,SugarZ3ro,DFM,ZETA,2.0,5.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Killjoy,Sentinel
Anthem,SugarZ3ro,DFM,ZETA,1.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Kayo,Initiator
takej,SugarZ3ro,DFM,ZETA,4.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Omen,Controller
Reita,Laz,DFM,ZETA,1.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Sova,Initiator
Seoldam,Laz,DFM,ZETA,4.0,7.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Jett,Duelist
Suggest,Laz,DFM,ZETA,3.0,4.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Killjoy,Sentinel
Anthem,Laz,DFM,ZETA,4.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Kayo,Initiator
takej,Laz,DFM,ZETA,1.0,3.0,League Play: Week 4,184475.0,Ascent,119566.0,22.0,No,lose,Omen,Controller
Dep,Reita,ZETA,DFM,6.0,3.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Jett,Duelist
SugarZ3ro,Reita,ZETA,DFM,2.0,1.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Omen,Controller
Laz,Reita,ZETA,DFM,4.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Sova,Initiator
TENNN,Seoldam,ZETA,DFM,3.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Killjoy,Sentinel
Dep,Seoldam,ZETA,DFM,7.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Jett,Duelist
crow,Seoldam,ZETA,DFM,1.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Breach,Initiator
SugarZ3ro,Seoldam,ZETA,DFM,2.0,3.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Omen,Controller
Laz,Seoldam,ZETA,DFM,2.0,1.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Sova,Initiator
TENNN,Suggest,ZETA,DFM,3.0,3.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Killjoy,Sentinel
Dep,Suggest,ZETA,DFM,5.0,1.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Jett,Duelist
SugarZ3ro,Suggest,ZETA,DFM,3.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Omen,Controller
Laz,Suggest,ZETA,DFM,3.0,4.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Sova,Initiator
Dep,Anthem,ZETA,DFM,2.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Jett,Duelist
crow,Anthem,ZETA,DFM,6.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Breach,Initiator
SugarZ3ro,Anthem,ZETA,DFM,1.0,4.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Omen,Controller
Laz,Anthem,ZETA,DFM,2.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Sova,Initiator
Dep,takej,ZETA,DFM,7.0,3.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Jett,Duelist
crow,takej,ZETA,DFM,2.0,1.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Breach,Initiator
SugarZ3ro,takej,ZETA,DFM,1.0,1.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,win,Omen,Controller
Seoldam,TENNN,DFM,ZETA,2.0,3.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Jett,Duelist
Suggest,TENNN,DFM,ZETA,3.0,3.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Killjoy,Sentinel
Reita,Dep,DFM,ZETA,3.0,6.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Sova,Initiator
Seoldam,Dep,DFM,ZETA,2.0,7.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Jett,Duelist
Suggest,Dep,DFM,ZETA,1.0,5.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Killjoy,Sentinel
Anthem,Dep,DFM,ZETA,2.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Breach,Initiator
takej,Dep,DFM,ZETA,3.0,7.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Omen,Controller
Seoldam,crow,DFM,ZETA,2.0,1.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Jett,Duelist
Anthem,crow,DFM,ZETA,2.0,6.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Breach,Initiator
takej,crow,DFM,ZETA,1.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Omen,Controller
Reita,SugarZ3ro,DFM,ZETA,1.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Sova,Initiator
Seoldam,SugarZ3ro,DFM,ZETA,3.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Jett,Duelist
Suggest,SugarZ3ro,DFM,ZETA,2.0,3.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Killjoy,Sentinel
Anthem,SugarZ3ro,DFM,ZETA,4.0,1.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Breach,Initiator
takej,SugarZ3ro,DFM,ZETA,1.0,1.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Omen,Controller
Reita,Laz,DFM,ZETA,2.0,4.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Sova,Initiator
Seoldam,Laz,DFM,ZETA,1.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Jett,Duelist
Suggest,Laz,DFM,ZETA,4.0,3.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Killjoy,Sentinel
Anthem,Laz,DFM,ZETA,2.0,2.0,League Play: Week 4,184475.0,Haven,119567.0,18.0,No,lose,Breach,Initiator
Sushiboys,t3xture,TLN,GES,4.0,5.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Viper,Controller
garnetS,t3xture,TLN,GES,4.0,2.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Raze,Duelist
Patt,t3xture,TLN,GES,1.0,5.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Kayo,Initiator
Crws,t3xture,TLN,GES,2.0,4.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Astra,Controller
Sushiboys,Monyet,TLN,GES,4.0,2.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Viper,Controller
foxz,Monyet,TLN,GES,1.0,6.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Skye,Initiator
garnetS,Monyet,TLN,GES,3.0,3.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Raze,Duelist
Patt,Monyet,TLN,GES,2.0,2.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Kayo,Initiator
Crws,Monyet,TLN,GES,1.0,2.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Astra,Controller
Sushiboys,AYRIN,TLN,GES,1.0,1.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Viper,Controller
foxz,AYRIN,TLN,GES,1.0,6.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Skye,Initiator
garnetS,AYRIN,TLN,GES,4.0,1.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Raze,Duelist
Patt,AYRIN,TLN,GES,4.0,6.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Kayo,Initiator
Crws,AYRIN,TLN,GES,1.0,1.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Astra,Controller
foxz,Bazzi,TLN,GES,2.0,3.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Skye,Initiator
garnetS,Bazzi,TLN,GES,2.0,3.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Raze,Duelist
Patt,Bazzi,TLN,GES,4.0,4.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Kayo,Initiator
Crws,Bazzi,TLN,GES,2.0,1.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Astra,Controller
Sushiboys,Lightningfast,TLN,GES,2.0,3.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Viper,Controller
foxz,Lightningfast,TLN,GES,1.0,2.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Skye,Initiator
garnetS,Lightningfast,TLN,GES,5.0,4.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Raze,Duelist
Patt,Lightningfast,TLN,GES,2.0,4.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Kayo,Initiator
Crws,Lightningfast,TLN,GES,1.0,3.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,lose,Astra,Controller
t3xture,Sushiboys,GES,TLN,5.0,4.0,League Play: Week 4,184476.0,Split,119569.0,19.0,No,win,Sage,Sentinel
